S1,S5,P,S2,S3
S6,S4,S1,S1,S6
S4,S3,S5,S3,S5
S8,S1,S2,S2,S3
S1,S2,S3,S5,S2
S7,S5,S6,SC,S7
S2,S5,S6,P,S6
S2,S1,S8,S3,S1
S4,S1,S7,S2,S4
S1,S7,S5,P,S6
S6,S4,S4,S1,S4
S5,S1,S3,S1,S2
S5,S5,S6,S6,S1
S3,S6,W,S3,S4
S7,S1,S5,S3,S8
S6,S1,S5,W,S2
S8,S3,S2,S4,S3
S6,S6,S3,S7,S4
S1,P,S6,S5,S7
S5,S2,S1,S2,S3
S5,S2,S4,S7,SC
P,S4,S7,S2,S2
S7,S8,S6,S7,S1
SC,S4,S2,S1,S7
P,S3,S7,S2,S3
S5,S4,P,S1,S8
S7,S1,S6,S4,S1
S1,W,S5,S2,S1
S3,SC,S6,S2,S2
S8,S1,S2,S2,S1
S1,S3,S6,S3,S2
S5,S3,S1,S7,S5
S6,S3,S4,S4,S1
S3,S3,S3,S4,S3
S3,S1,S8,S4,S5
W,S2,S7,S7,S6
S2,S6,S5,S3,S6
S2,S1,S3,S1,S6
S8,S4,S5,S4,S3
SC,S2,S6,S3,S6
S2,S1,S3,S1,S2
S4,P,S5,SC,S3
S7,S8,S3,S6,S3
S1,S1,S1,S5,S8
S7,S4,S2,S1,S3
S1,S6,S7,S4,S2
S2,S4,S3,S6,S6
S3,S2,S2,S5,S8
S8,S7,S4,P,S1
S7,S7,S4,S1,S2
S3,S7,S6,S3,S7
S2,S2,S5,W,S1
S2,S7,S3,S3,S3
S1,S3,S1,S1,S2
W,S2,S2,S2,S4
S1,S3,S2,S3,S4
S3,S2,S5,S1,S5
S3,S1,S4,S1,S1
S2,S6,S2,S2,P
S2,S6,S8,S4,S3
S3,S1,S8,S5,S7
S3,S5,S2,S6,S1
S3,S2,S3,S4,S1
S1,S7,S1,S4,W
S4,S1,S2,S4,S7
S3,S3,W,S2,S2
S2,S4,S4,S2,S7
S1,S6,S1,S2,S4
S6,S3,S4,S8,S4
S2,S1,S1,S6,W
S5,P,S3,S8,S4
W,S1,S4,S2,S3
S6,W,S8,S2,S2
S1,S1,S1,S2,S4
S3,S3,S1,S3,S2
S2,S5,S3,S5,S1
S6,S5,S1,S5,S6
S8,S8,S7,S1,S8
S6,S3,S2,S3,S3
S2,S5,S1,P,S5
S1,S8,S3,S1,S5
S4,S1,P,S5,P
S7,S1,S3,S3,S4
S4,S1,S4,S1,S2
S2,S1,S2,S2,S3
S1,S4,S3,S1,S4
S2,S3,S8,S5,S1
S3,S1,SC,S2,S6
S3,S5,S1,S1,S1
S1,S8,S3,S1,S5
S2,S4,S1,S7,S2
S3,S8,P,S5,S6
S8,S2,S1,S3,S5
S3,S4,S2,S2,S6
S1,S4,S8,S3,W
S5,S1,S4,S4,S2
S2,S4,W,S3,S2
S7,S8,S2,W,S8
S1,S3,S7,S6,S3
S8,S6,S1,S2,S3
S2,S1,S5,S2,S4
S2,S3,S6,W,S5
S4,S2,S3,S8,S1
S2,S6,S2,S4,S5
S5,S5,S7,S1,S3
S5,S4,S3,SC,S2
S3,S7,S4,S6,S1
S8,S4,S1,S6,S3
S3,S2,S8,S4,S5
S5,S7,S5,S1,S4
S1,S2,S2,S1,S1
S4,S3,S6,S6,S3
S3,S4,S5,S3,S4
S5,S1,S2,W,S1
S7,S5,S4,S1,S8
W,S1,S8,S6,W
S2,S7,S2,S5,S5
S1,SC,S5,S6,S5
S5,S1,S6,S1,S3
S3,S4,S4,S7,S2
S1,S3,S1,S2,S4
S6,S5,P,S7,S7
S2,S2,S4,S1,S3
S5,S4,P,S1,S2
S2,S2,SC,S6,P
S5,S2,S2,P,S1
W,S4,S3,S1,S7
S4,S2,S1,S2,S1
S6,S3,S2,S8,S1
S4,S2,S3,S7,S8
S8,S2,S2,S6,S1
S3,S2,S4,S1,S1
S5,S8,S6,S5,S6
S3,S4,S1,S5,SC
S1,S6,S5,S5,S4
S8,S2,S2,S1,S5
S8,S2,S2,S1,S1
S7,S4,S3,S8,S4
W,S1,S2,S3,S4
S7,S6,S2,S4,S8
S3,S8,S6,S6,W
S4,S4,S8,S7,S1
S1,SC,S7,S3,S3
S4,S2,S7,S4,S5
S3,S4,S8,S6,S7
S7,S1,S4,S1,S2
S8,S4,S7,S5,S2
S4,S1,S6,S4,S2
S1,S4,W,S1,S1
S3,W,S1,S4,S5
S5,S5,S1,S3,S3
S2,S1,S2,S2,S3
S6,S5,S6,S3,S6
S1,S6,S2,S3,S1
S1,S2,W,S1,S3
S6,S4,S6,S1,S5
S1,S4,S5,S8,S6
S7,S2,W,S1,S8
