S2,O,S1,S4,S5
S8,S1,S7,S1,S6
S1,S2,S3,S8,S7
S2,S6,S1,S6,S4
S5,S6,S2,S1,S8
S2,S7,S3,S6,S3
S6,S7,S2,S1,S1
S4,S1,S4,S4,S6
S4,S5,S3,S4,S2
S2,W,P,S2,O
S2,P,S2,S2,O
S4,S2,S3,S1,S3
S7,S1,S1,S3,S8
S7,S5,S4,S4,S6
W,S8,S1,S7,S4
S7,S6,S6,S1,S1
S6,S8,S7,S5,S2
S1,S7,S2,S2,S5
S4,S3,S2,S6,S2
S6,S2,S7,S2,S1
